2024-03-19 15:57:55.012 | INPUT  | DEBUG    | list 
2024-03-19 15:57:57.272 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.279 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.282 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.283 | OUTPUT | DEBUG    | Address: 0x1f 
2024-03-19 15:57:57.284 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.285 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.290 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc718e6bfcac 
2024-03-19 15:57:57.292 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.295 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.301 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc718e6bfcac 
2024-03-19 15:57:57.303 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.307 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.309 | OUTPUT | DEBUG    | Component Address: 0x1f 
2024-03-19 15:57:57.311 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.315 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.317 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.319 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.321 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.323 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.325 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.327 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.330 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.332 | OUTPUT | DEBUG    | Address: 0x20 
2024-03-19 15:57:57.334 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.337 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.343 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716df0f0b4 
2024-03-19 15:57:57.345 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.348 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.354 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716df0f0b4 
2024-03-19 15:57:57.356 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.360 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.362 | OUTPUT | DEBUG    | Component Address: 0x20 
2024-03-19 15:57:57.364 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.368 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.370 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.372 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.374 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.376 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.378 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.380 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.383 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.385 | OUTPUT | DEBUG    | Address: 0x21 
2024-03-19 15:57:57.387 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.390 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.395 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7190f58c2e 
2024-03-19 15:57:57.398 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.401 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.406 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7190f58c2e 
2024-03-19 15:57:57.409 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.412 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.415 | OUTPUT | DEBUG    | Component Address: 0x21 
2024-03-19 15:57:57.417 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.421 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.422 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.424 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.427 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.429 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.431 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.433 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.436 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.438 | OUTPUT | DEBUG    | Address: 0x22 
2024-03-19 15:57:57.440 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.443 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.448 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71585bc08a 
2024-03-19 15:57:57.451 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.454 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.459 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71585bc08a 
2024-03-19 15:57:57.461 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.465 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.468 | OUTPUT | DEBUG    | Component Address: 0x22 
2024-03-19 15:57:57.470 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.474 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.475 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.477 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.479 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.481 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.484 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.486 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.489 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.491 | OUTPUT | DEBUG    | Address: 0x23 
2024-03-19 15:57:57.493 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.496 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.501 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71fb2a13bf 
2024-03-19 15:57:57.503 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.507 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.512 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71fb2a13bf 
2024-03-19 15:57:57.514 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.519 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.521 | OUTPUT | DEBUG    | Component Address: 0x23 
2024-03-19 15:57:57.522 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.527 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.528 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.530 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.532 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.534 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.536 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.538 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.542 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.544 | OUTPUT | DEBUG    | Address: 0x24 
2024-03-19 15:57:57.546 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.549 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.554 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71cd7c8f3e 
2024-03-19 15:57:57.556 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.560 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.565 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71cd7c8f3e 
2024-03-19 15:57:57.567 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.571 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.574 | OUTPUT | DEBUG    | Component Address: 0x24 
2024-03-19 15:57:57.575 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.580 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.581 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.583 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.585 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.587 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.589 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.591 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.593 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.597 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.601 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.603 | OUTPUT | DEBUG    | value: 1 
2024-03-19 15:57:57.605 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.607 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.609 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.611 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.613 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.615 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.619 | OUTPUT | INFO     | ISSUE_CMD: poll_and_receive_packet 
2024-03-19 15:57:57.626 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.627 | OUTPUT | DEBUG    | value: 1 
2024-03-19 15:57:57.629 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.632 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.634 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.636 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.638 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.640 | OUTPUT | INFO     | F>0x11111124 
2024-03-19 15:57:57.643 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.645 | OUTPUT | DEBUG    | Address: 0x25 
2024-03-19 15:57:57.647 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.650 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.655 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71491bbe3f 
2024-03-19 15:57:57.657 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.661 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.666 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71491bbe3f 
2024-03-19 15:57:57.668 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.672 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.675 | OUTPUT | DEBUG    | Component Address: 0x25 
2024-03-19 15:57:57.676 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.680 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.682 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.684 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.686 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.688 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.690 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.692 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.694 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.698 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.702 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.704 | OUTPUT | DEBUG    | value: 1 
2024-03-19 15:57:57.706 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.708 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.710 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.712 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.714 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.717 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.720 | OUTPUT | INFO     | ISSUE_CMD: poll_and_receive_packet 
2024-03-19 15:57:57.728 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.729 | OUTPUT | DEBUG    | value: 1 
2024-03-19 15:57:57.731 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.733 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.735 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.737 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.739 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.741 | OUTPUT | INFO     | F>0x11111125 
2024-03-19 15:57:57.744 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.746 | OUTPUT | DEBUG    | Address: 0x26 
2024-03-19 15:57:57.748 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.751 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.756 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71b2f63ea8 
2024-03-19 15:57:57.758 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.763 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.767 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71b2f63ea8 
2024-03-19 15:57:57.770 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.773 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.776 | OUTPUT | DEBUG    | Component Address: 0x26 
2024-03-19 15:57:57.777 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.782 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.783 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.786 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.787 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.789 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.791 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.793 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.798 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.799 | OUTPUT | DEBUG    | Address: 0x27 
2024-03-19 15:57:57.801 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.804 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.809 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716b6609e2 
2024-03-19 15:57:57.811 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.815 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.820 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716b6609e2 
2024-03-19 15:57:57.822 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.826 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.829 | OUTPUT | DEBUG    | Component Address: 0x27 
2024-03-19 15:57:57.830 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.834 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.836 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.838 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.840 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.842 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.844 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.846 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.849 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.851 | OUTPUT | DEBUG    | Address: 0x29 
2024-03-19 15:57:57.854 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.857 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.862 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7173f9a640 
2024-03-19 15:57:57.864 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.868 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.873 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7173f9a640 
2024-03-19 15:57:57.875 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.879 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.882 | OUTPUT | DEBUG    | Component Address: 0x29 
2024-03-19 15:57:57.883 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.887 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.889 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.891 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.893 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.895 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.897 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.899 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.902 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.904 | OUTPUT | DEBUG    | Address: 0x2a 
2024-03-19 15:57:57.906 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.909 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.915 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71db906433 
2024-03-19 15:57:57.917 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.920 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.926 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71db906433 
2024-03-19 15:57:57.928 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.932 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.934 | OUTPUT | DEBUG    | Component Address: 0x2a 
2024-03-19 15:57:57.937 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.940 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.943 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.946 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.947 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.949 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.950 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.953 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.957 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.958 | OUTPUT | DEBUG    | Address: 0x2b 
2024-03-19 15:57:57.959 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.962 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.968 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7131083c71 
2024-03-19 15:57:57.970 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.973 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.979 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7131083c71 
2024-03-19 15:57:57.981 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.985 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.987 | OUTPUT | DEBUG    | Component Address: 0x2b 
2024-03-19 15:57:57.989 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.993 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.995 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.997 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.999 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.001 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.003 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.005 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.008 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.010 | OUTPUT | DEBUG    | Address: 0x2c 
2024-03-19 15:57:58.012 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.015 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.021 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71164ab282 
2024-03-19 15:57:58.023 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.026 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.032 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71164ab282 
2024-03-19 15:57:58.034 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.037 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.040 | OUTPUT | DEBUG    | Component Address: 0x2c 
2024-03-19 15:57:58.042 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.046 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.047 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.050 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.052 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.054 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.056 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.058 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.061 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.063 | OUTPUT | DEBUG    | Address: 0x2d 
2024-03-19 15:57:58.065 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.068 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.073 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71de0de2f4 
2024-03-19 15:57:58.076 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.079 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.084 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71de0de2f4 
2024-03-19 15:57:58.087 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.090 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.093 | OUTPUT | DEBUG    | Component Address: 0x2d 
2024-03-19 15:57:58.095 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.100 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.100 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.102 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.105 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.107 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.109 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.111 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.114 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.116 | OUTPUT | DEBUG    | Address: 0x2e 
2024-03-19 15:57:58.118 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.121 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.126 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc712c0139d9 
2024-03-19 15:57:58.129 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.132 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.137 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc712c0139d9 
2024-03-19 15:57:58.140 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.143 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.146 | OUTPUT | DEBUG    | Component Address: 0x2e 
2024-03-19 15:57:58.148 | OUTPUT | DEBUG    | Length: 21 
